date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,week_number,year_number,year-week,weeknum,,h,c,,
6/27/2016 0:00,0.833797,0.99095,1873,1810,5686,1382,573793,27,2016,2016-26,26,39,0,#N/A,,
7/4/2016 0:00,0.784516,0.931253,1646,1641,5118,1379,549582,28,2016,2016-27,27,55,0,#N/A,,
7/11/2016 0:00,0.734327,0.843118,1610,1599,5078,1392,602288,29,2016,2016-28,28,64,0,#N/A,,
7/18/2016 0:00,0.698845,0.840286,1670,1621,5044,1388,600272,30,2016,2016-29,29,68,0,#N/A,,
7/25/2016 0:00,0.723099,0.830065,1580,1624,4925,1393,593327,31,2016,2016-30,30,82,0,#N/A,,
8/1/2016 0:00,0.663501,0.790428,1455,1496,4596,1360,581457,32,2016,2016-31,31,121,0,#N/A,,
8/8/2016 0:00,0.69276,0.830826,1512,1639,4868,1329,585923,33,2016,2016-32,32,153,0,#N/A,,
8/15/2016 0:00,0.710029,0.856796,1644,1914,5265,1345,614499,34,2016,2016-33,33,176,0,#N/A,,
8/22/2016 0:00,0.834232,1.00746,1848,2364,6260,1356,621362,35,2016,2016-34,34,358,0,#N/A,,
8/29/2016 0:00,0.992621,1.05868,1815,2651,6504,1354,614349,36,2016,2016-35,35,638,0,#N/A,,
9/5/2016 0:00,1.01605,1.10028,1883,2604,6623,1347,601938,37,2016,2016-36,36,1173,0,#N/A,,
9/12/2016 0:00,1.07169,1.1457,2026,3073,7639,1365,666755,38,2016,2016-37,37,2377,0,#N/A,,
9/19/2016 0:00,1.10163,1.2189,2341,3298,8229,1363,675119,39,2016,2016-38,38,3139,0,#N/A,,
9/26/2016 0:00,1.18841,1.31113,2413,3334,8505,1389,648678,40,2016,2016-39,39,2554,0,#N/A,,
10/3/2016 0:00,1.2019,1.27386,3110,4169,10864,1946,852842,41,2016,2016-40,40,2786,25,#N/A,,
10/10/2016 0:00,1.23108,1.29342,3207,4078,10997,1973,850228,42,2016,2016-41,41,3260,27,#N/A,,
10/17/2016 0:00,1.26796,1.33097,3564,4452,11926,1983,896035,43,2016,2016-42,42,3920,29,#N/A,,
10/24/2016 0:00,1.36298,1.42662,3786,4769,12648,2006,886570,44,2016,2016-43,43,2929,38,#N/A,,
10/31/2016 0:00,1.48535,1.57071,4314,5287,13790,1999,877947,45,2016,2016-44,44,0,41,#N/A,,
11/7/2016 0:00,1.55954,1.65146,4703,5193,14258,1990,863356,46,2016,2016-45,45,0,58,#N/A,,
11/14/2016 0:00,1.64783,1.73309,4979,5610,15160,2000,874739,47,2016,2016-46,46,0,50,#N/A,,
11/21/2016 0:00,1.91275,2.03388,5032,4567,14208,2011,698566,48,2016,2016-47,47,0,87,#N/A,,
11/28/2016 0:00,1.81725,1.88331,5209,5655,16605,2001,881694,49,2016,2016-48,48,0,115,#N/A,,
12/5/2016 0:00,1.91433,2.00292,5501,5812,16961,2013,846813,50,2016,2016-49,49,0,169,#N/A,,
12/12/2016 0:00,2.21003,2.27731,5744,6724,18463,2000,810736,51,2016,2016-50,50,0,230,#N/A,,
12/19/2016 0:00,2.73568,2.91465,6653,7469,21565,1977,739882,52,2016,2016-51,51,0,460,#N/A,,
12/26/2016 0:00,3.36832,3.54919,7712,7144,24900,1928,701569,53,2016,2016-52,52,0,924,#N/A,,
1/2/2017 0:00,3.09689,3.08102,6716,6786,24178,2024,784740,1,2017,2017-1,1,0,1190,#N/A,,
1/9/2017 0:00,3.07346,3.01875,6020,8843,24897,1997,824746,2,2017,2017-2,2,0,1078,#N/A,,
1/16/2017 0:00,3.51643,3.40446,6399,12147,28781,2029,845391,3,2017,2017-3,3,,1082,#N/A,,
1/23/2017 0:00,3.8027,3.52869,6958,14073,31265,2021,886023,4,2017,2017-4,4,,948,#N/A,,
1/30/2017 0:00,4.50313,4.10665,7452,17482,36517,2024,889216,5,2017,2017-5,5,,1066,#N/A,,
2/6/2017 0:00,5.06308,4.7551,8110,20150,42890,2027,901978,6,2017,2017-6,6,,1312,#N/A,,
2/13/2017 0:00,4.86009,4.65163,7726,18692,41035,1967,882163,7,2017,2017-7,7,,1438,#N/A,,
2/20/2017 0:00,4.57916,4.57049,7649,17300,40124,1987,877892,8,2017,2017-8,8,,1516,#N/A,,
2/27/2017 0:00,3.55674,3.45522,6129,12394,30183,1995,873547,9,2017,2017-9,9,,919,#N/A,,
3/6/2017 0:00,3.50417,3.29505,5854,11552,28060,1971,851580,10,2017,2017-10,10,,820,#N/A,,
3/13/2017 0:00,3.21511,3.16426,5503,10084,25484,1958,805370,11,2017,2017-11,11,,786,#N/A,,
3/20/2017 0:00,3.10088,3.14433,5514,11503,27354,1940,869946,12,2017,2017-12,12,,861,#N/A,,
3/27/2017 0:00,2.79056,2.87936,5145,10149,24342,1899,845397,13,2017,2017-13,13,,789,#N/A,,
4/3/2017 0:00,2.38547,2.36977,4488,8178,19677,1906,830332,14,2017,2017-14,14,,575,#N/A,,
4/10/2017 0:00,1.9703,1.93853,3909,5847,15548,1861,802052,15,2017,2017-15,15,,400,#N/A,,
4/17/2017 0:00,1.73442,1.64064,3306,4683,13006,1845,792740,16,2017,2017-16,16,,276,#N/A,,
4/24/2017 0:00,1.56303,1.4752,2997,4497,11924,1846,808298,17,2017,2017-17,17,,180,#N/A,,
5/1/2017 0:00,1.4128,1.37755,2890,4105,10762,1795,781240,18,2017,2017-18,18,,0,#N/A,,
5/8/2017 0:00,1.27492,1.33771,2751,3831,10202,1767,762648,19,2017,2017-19,19,,0,#N/A,,
5/15/2017 0:00,1.2834,1.34686,2685,3518,9809,1746,728288,20,2017,2017-20,20,,0,#N/A,,
5/22/2017 0:00,1.16663,1.26579,2341,3060,8564,1614,676574,21,2017,2017-21,21,,0,#N/A,,
5/29/2017 0:00,1.10977,1.25701,2311,2575,7756,1569,617021,22,2017,2017-22,22,,0,#N/A,,
6/5/2017 0:00,1.04333,1.16048,2412,2377,7510,1493,647145,23,2017,2017-23,23,,0,#N/A,,
6/12/2017 0:00,0.905151,1.04834,2049,2099,6636,1470,633003,24,2017,2017-24,24,,0,#N/A,,
6/19/2017 0:00,0.902718,0.992711,1930,1971,6240,1469,628582,25,2017,2017-25,25,,0,#N/A,,
6/26/2017 0:00,0.859531,0.961603,1771,1748,5596,1422,581945,26,2017,2017-26,26,,0,#N/A,,
7/3/2017 0:00,0.818998,0.955818,1728,1564,5326,1456,557219,27,2017,2017-27,27,,0,#N/A,,
7/10/2017 0:00,0.752505,0.827597,1545,1578,4961,1405,599446,28,2017,2017-28,28,,0,#N/A,,
7/17/2017 0:00,0.731146,0.811886,1549,1421,4747,1384,584688,29,2017,2017-29,29,,0,#N/A,,
7/24/2017 0:00,0.733295,0.818527,1576,1515,4879,1377,596071,30,2017,2017-30,30,,0,#N/A,,
7/31/2017 0:00,0.73102,0.829758,1529,1485,4899,1390,590413,31,2017,2017-31,31,,0,#N/A,,
8/7/2017 0:00,0.68834,0.828503,1559,1481,4915,1386,593239,32,2017,2017-32,32,,0,#N/A,,
8/14/2017 0:00,0.732049,0.885896,1603,1691,5230,1350,590363,33,2017,2017-33,33,,0,#N/A,,
8/21/2017 0:00,0.911188,1.05351,1964,2549,6653,1379,631507,34,2017,2017-34,34,,0,#N/A,,
8/28/2017 0:00,1.02105,1.11768,2076,2726,7133,1370,638196,35,2017,2017-35,35,,0,#N/A,,
9/4/2017 0:00,1.09495,1.14028,2073,2488,7072,1384,620201,36,2017,2017-36,36,,0,#N/A,,
9/11/2017 0:00,1.09475,1.13326,2372,2942,8304,1485,732755,37,2017,2017-37,37,,0,#N/A,,
9/18/2017 0:00,1.09775,1.17589,2544,3075,8563,1484,728214,38,2017,2017-38,38,,0,#N/A,,
9/25/2017 0:00,1.18882,1.23848,2840,3201,9079,1468,733077,39,2017,2017-39,39,,0,#N/A,,
10/2/2017 0:00,1.26682,1.28278,3844,4553,12830,2205,1000168,40,2017,2017-40,40,,35,#N/A,,
10/9/2017 0:00,1.30662,1.33419,4120,4453,13269,2233,994535,41,2017,2017-41,41,,32,#N/A,,
10/16/2017 0:00,1.34866,1.41293,4409,4993,14319,2254,1013427,42,2017,2017-42,42,,69,#N/A,,
10/23/2017 0:00,1.51871,1.57884,5003,5529,15826,2251,1002381,43,2017,2017-43,43,,63,#N/A,,
10/30/2017 0:00,1.74793,1.70723,5219,6133,17068,2213,999750,44,2017,2017-44,44,,84,#N/A,,
11/6/2017 0:00,1.87047,1.86372,6108,6625,18994,2278,1019146,45,2017,2017-45,45,,101,#N/A,,
11/13/2017 0:00,2.06674,2.09726,6805,7478,21615,2281,1030631,46,2017,2017-46,46,,129,#N/A,,
11/20/2017 0:00,2.28188,2.34372,6945,5876,19817,2264,845535,47,2017,2017-47,47,,217,#N/A,,
11/27/2017 0:00,2.28528,2.24895,7008,7476,23755,2274,1056270,48,2017,2017-48,48,,333,#N/A,,
12/4/2017 0:00,2.5848,2.49852,7230,8491,24979,2263,999753,49,2017,2017-49,49,,398,#N/A,,
12/11/2017 0:00,3.36711,3.20443,8297,11277,31533,2255,984043,50,2017,2017-50,50,,675,#N/A,,
12/18/2017 0:00,4.71836,4.4305,10464,14164,42664,2204,962961,51,2017,2017-51,51,,1340,#N/A,,
12/25/2017 0:00,5.72036,5.46448,11301,11509,44986,2122,823244,52,2017,2017-52,52,,2367,#N/A,,
1/1/2018 0:00,5.77543,5.37416,9426,11748,47282,2235,879802,1,2018,2018-1,1,,2956,#N/A,,
1/8/2018 0:00,5.9083,5.54335,10082,17403,56922,2251,1026852,2,2018,2018-2,2,,2834,#N/A,,
1/15/2018 0:00,6.49095,6.34203,12004,21873,62937,2277,992379,3,2018,2018-3,3,,2558,#N/A,,
1/22/2018 0:00,7.17799,7.04897,13432,30671,77468,2279,1098998,4,2018,2018-4,4,,2465,#N/A,,
1/29/2018 0:00,7.52851,7.79783,14854,37252,86095,2265,1104089,5,2018,2018-5,5,,2247,#N/A,,
2/5/2018 0:00,7.38424,7.78892,15192,38457,87646,2290,1125265,6,2018,2018-6,6,,2024,#N/A,,
2/12/2018 0:00,6.46068,6.83583,13340,31984,75987,2215,1111598,7,2018,2018-7,7,,1818,#N/A,,
2/19/2018 0:00,4.95341,5.17354,10142,20394,52961,2259,1023689,8,2018,2018-8,8,,1504,#N/A,,
2/26/2018 0:00,3.67274,3.55184,7190,13370,35932,2194,1011645,9,2018,2018-9,9,,1025,#N/A,,
3/5/2018 0:00,3.2037,3.01348,6357,10841,29109,2203,965961,10,2018,2018-10,10,,805,#N/A,,
3/12/2018 0:00,2.78869,2.73862,5590,9479,25928,2188,946753,11,2018,2018-11,11,,803,#N/A,,
3/19/2018 0:00,2.50234,2.48438,5212,8635,23785,2168,957380,12,2018,2018-12,12,,656,#N/A,,
3/26/2018 0:00,2.41065,2.36593,4722,7216,20696,2131,874750,13,2018,2018-13,13,,646,#N/A,,
4/2/2018 0:00,2.07542,2.03306,4550,6211,19067,2117,937849,14,2018,2018-14,14,,544,#N/A,,
4/9/2018 0:00,1.78234,1.8062,4148,5508,16672,2076,923041,15,2018,2018-15,15,,386,#N/A,,
4/16/2018 0:00,1.61608,1.58958,3859,5269,14892,2103,936850,16,2018,2018-16,16,,296,#N/A,,
4/23/2018 0:00,1.53992,1.54077,3725,5343,14572,2079,945759,17,2018,2018-17,17,,285,#N/A,,
4/30/2018 0:00,1.53115,1.45326,3656,4810,13273,2005,913326,18,2018,2018-18,18,,0,#N/A,,
5/7/2018 0:00,1.29599,1.28242,3443,4132,11617,1922,905868,19,2018,2018-19,19,,0,#N/A,,
5/14/2018 0:00,1.18904,1.2243,3359,3766,11067,1966,903948,20,2018,2018-20,20,,0,#N/A,,
5/21/2018 0:00,1.24941,1.23385,3384,3429,10646,1883,862825,21,2018,2018-21,21,,0,#N/A,,
5/28/2018 0:00,1.14134,1.22391,3222,2982,9608,1789,785022,22,2018,2018-22,22,,0,#N/A,,
6/4/2018 0:00,0.988567,1.04866,2845,2551,8688,1783,828488,23,2018,2018-23,23,,0,#N/A,,
6/11/2018 0:00,0.895433,0.979381,2375,2242,7570,1738,772937,24,2018,2018-24,24,,0,#N/A,,
6/18/2018 0:00,0.892227,0.94819,2313,2161,7374,1759,777692,25,2018,2018-25,25,,0,#N/A,,
6/25/2018 0:00,0.877636,0.867741,2201,1906,6932,1720,798856,26,2018,2018-26,26,,0,#N/A,,
7/2/2018 0:00,0.77502,0.822957,2000,1862,6249,1764,759335,27,2018,2018-27,27,,0,#N/A,,
7/9/2018 0:00,0.725956,0.772384,1945,1900,6502,1769,841809,28,2018,2018-28,28,,0,#N/A,,
7/16/2018 0:00,0.68266,0.707466,1741,1720,5786,1732,817849,29,2018,2018-29,29,,0,#N/A,,
7/23/2018 0:00,0.640527,0.686508,1665,1643,5496,1728,800573,30,2018,2018-30,30,,0,#N/A,,
7/30/2018 0:00,0.64106,0.68859,1620,1772,5617,1708,815725,31,2018,2018-31,31,,0,#N/A,,
8/6/2018 0:00,0.706465,0.736093,1727,1786,5864,1670,796639,32,2018,2018-32,32,,0,#N/A,,
8/13/2018 0:00,0.708668,0.806323,1989,2172,6542,1705,811337,33,2018,2018-33,33,,0,#N/A,,
8/20/2018 0:00,0.825743,0.954211,2237,2467,7309,1601,765973,34,2018,2018-34,34,,0,#N/A,,
8/27/2018 0:00,0.864409,0.962249,2447,2836,8117,1661,843545,35,2018,2018-35,35,,0,#N/A,,
9/3/2018 0:00,1.10114,1.14153,2817,3346,9536,1693,835370,36,2018,2018-36,36,,0,#N/A,,
9/10/2018 0:00,1.15244,1.14726,2774,3659,10063,1689,877135,37,2018,2018-37,37,,0,#N/A,,
9/17/2018 0:00,1.20257,1.31197,3242,3950,11190,1666,852916,38,2018,2018-38,38,,0,#N/A,,
9/24/2018 0:00,1.25033,1.37701,3471,4185,11714,1694,850685,39,2018,2018-39,39,,0,#N/A,,
10/1/2018 0:00,1.41846,1.42429,4857,6300,17839,2565,1252483,40,2018,2018-40,40,,21,#N/A,,
10/8/2018 0:00,1.40418,1.48151,5307,6250,18561,2609,1252846,41,2018,2018-41,41,,29,#N/A,,
10/15/2018 0:00,1.47401,1.59449,5582,6799,19930,2586,1249933,42,2018,2018-42,42,,30,#N/A,,
10/22/2018 0:00,1.64257,1.72683,6242,7478,21616,2646,1251776,43,2018,2018-43,43,,30,#N/A,,
10/29/2018 0:00,1.79275,1.84522,6864,8285,23154,2633,1254812,44,2018,2018-44,44,,46,#N/A,,
11/5/2018 0:00,1.87043,1.93069,7504,8448,24073,2645,1246860,45,2018,2018-45,45,,53,#N/A,,
11/12/2018 0:00,1.98387,2.09114,7805,8050,24347,2631,1164292,46,2018,2018-46,46,,67,#N/A,,
11/19/2018 0:00,2.24169,2.41082,8598,7193,24612,2586,1020898,47,2018,2018-47,47,,94,#N/A,,
11/26/2018 0:00,2.14883,2.25019,8885,8787,29080,2640,1292335,48,2018,2018-48,48,,161,#N/A,,
12/3/2018 0:00,2.25531,2.30458,8803,9269,28356,2633,1230419,49,2018,2018-49,49,,197,#N/A,,
12/10/2018 0:00,2.64571,2.73758,10150,11373,33098,2622,1209022,50,2018,2018-50,50,,346,#N/A,,
12/17/2018 0:00,3.14075,3.24643,11507,12811,38236,2571,1177786,51,2018,2018-51,51,,563,#N/A,,
12/24/2018 0:00,3.97127,4.19267,13586,12026,43904,2545,1047161,52,2018,2018-52,52,,849,#N/A,,
12/31/2018 0:00,3.46125,3.63499,11675,9557,42094,2609,1158023,53,2018,2018-53,53,,0,#N/A,,
1/7/2019 0:00,3.07707,3.14077,9344,10744,38752,2629,1233836,2,2019,2019-1,1,,884,#N/A,,
1/14/2019 0:00,3.32915,3.36551,9668,14248,41109,2633,1221478,3,2019,2019-2,2,,735,#N/A,,
1/21/2019 0:00,3.81999,3.89305,10728,16925,46113,2614,1184495,4,2019,2019-3,3,,620,#N/A,,
1/28/2019 0:00,4.3419,4.5253,11606,22188,55187,2639,1219521,5,2019,2019-4,4,,676,#N/A,,
2/4/2019 0:00,4.88288,5.21525,13828,29688,69442,2644,1331519,6,2019,2019-5,5,,861,#N/A,,
2/11/2019 0:00,5.04211,5.43173,14224,29223,69978,2628,1288318,7,2019,2019-6,6,,1010,#N/A,,
2/18/2019 0:00,4.88596,5.2776,13612,26456,66345,2623,1257106,8,2019,2019-7,7,,1118,#N/A,,
2/25/2019 0:00,4.5499,4.59585,11622,23450,58735,2634,1278001,9,2019,2019-8,8,,1335,#N/A,,
3/4/2019 0:00,4.38001,4.40341,11146,21736,55348,2614,1256934,10,2019,2019-9,9,,1333,#N/A,,
3/11/2019 0:00,4.2288,4.13279,10975,20065,53133,2622,1285646,11,2019,2019-10,10,,1516,#N/A,,
3/18/2019 0:00,3.68449,3.56166,9559,16537,44786,2596,1257449,12,2019,2019-11,11,,1598,#N/A,,
3/25/2019 0:00,3.08744,3.05634,8621,13608,37844,2587,1238213,13,2019,2019-12,12,,1402,#N/A,,
4/1/2019 0:00,2.69971,2.68251,7591,11757,32905,2597,1226648,14,2019,2019-13,13,,1036,#N/A,,
4/8/2019 0:00,2.28549,2.26747,6739,9988,27803,2542,1226170,15,2019,2019-14,14,,779,#N/A,,
4/15/2019 0:00,2.01443,1.96931,6319,7894,23122,2517,1174114,16,2019,2019-15,15,,521,#N/A,,
4/22/2019 0:00,1.7141,1.72372,5689,6617,20583,2490,1194101,17,2019,2019-16,16,,325,#N/A,,
4/29/2019 0:00,1.56927,1.57693,5362,6203,18848,2459,1195232,18,2019,2019-17,17,,235,#N/A,,
5/6/2019 0:00,1.49991,1.46086,4785,5903,17096,2415,1170273,19,2019,2019-18,18,,0,#N/A,,
5/13/2019 0:00,1.50211,1.50759,4614,5488,16349,2302,1084443,20,2019,2019-19,19,,0,#N/A,,
5/20/2019 0:00,1.42357,1.40452,4597,5227,15747,2205,1121166,21,2019,2019-20,20,,0,#N/A,,
5/27/2019 0:00,1.39457,1.40617,4437,4659,14770,2179,1050372,22,2019,2019-21,21,,0,#N/A,,
6/3/2019 0:00,1.21776,1.23921,3930,4110,13433,2235,1083994,23,2019,2019-22,22,,0,#N/A,,
6/10/2019 0:00,1.11351,1.10622,3350,3607,11618,2139,1050239,24,2019,2019-23,23,,0,#N/A,,
6/17/2019 0:00,0.992293,1.01351,3046,3282,10678,2141,1053569,25,2019,2019-24,24,,0,#N/A,,
6/24/2019 0:00,0.947072,0.959926,2940,3106,9986,2063,1040288,26,2019,2019-25,25,,0,#N/A,,
7/1/2019 0:00,0.876088,0.873735,2433,2676,8549,2111,978443,27,2019,2019-26,26,,0,#N/A,,
7/8/2019 0:00,0.809956,0.795831,2344,2660,8422,2090,1058265,28,2019,2019-27,27,,0,#N/A,,
7/15/2019 0:00,0.755431,0.768849,2219,2570,8111,2132,1054954,29,2019,2019-28,28,,0,#N/A,,
7/22/2019 0:00,0.73346,0.748185,2128,2451,7755,2117,1036508,30,2019,2019-29,29,,0,#N/A,,
7/29/2019 0:00,0.72729,0.758451,2348,2436,7874,2128,1038168,31,2019,2019-30,30,,0,#N/A,,
8/5/2019 0:00,0.754637,0.77011,2089,2384,8038,2146,1043747,32,2019,2019-31,31,,0,#N/A,,
8/12/2019 0:00,0.730938,0.834825,2630,2828,8987,2178,1076513,33,2019,2019-32,32,,0,128151,,
8/19/2019 0:00,0.840615,0.942052,2907,3501,10096,2147,1071703,34,2019,2019-33,33,,0,281834,,
8/26/2019 0:00,0.989217,1.07895,3394,4220,11817,2169,1095230,35,2019,2019-34,34,,0,534607,,
9/2/2019 0:00,1.14059,1.20634,3801,4535,13158,2189,1090741,36,2019,2019-35,35,,0,873607,,
9/9/2019 0:00,1.23272,1.2757,3905,5499,14831,2221,1162580,37,2019,2019-36,36,,0,1393826,,
9/16/2019 0:00,1.24529,1.39156,4463,5673,15977,2198,1148137,38,2019,2019-37,37,,0,2817207,,
9/23/2019 0:00,1.33771,1.49698,4970,6104,17414,2180,1163278,39,2019,2019-38,38,,0,4179976,,
9/30/2019 0:00,1.49064,1.50415,6218,7658,21915,2896,1456967,40,2019,2019-39,39,,0,5669539,,
10/7/2019 0:00,1.59269,1.59823,6550,7638,22953,2924,1436150,41,2019,2019-40,40,,28,6883544,,
10/14/2019 0:00,1.72517,1.73838,7273,8277,24857,2950,1429897,42,2019,2019-41,41,,34,7525535,,
10/21/2019 0:00,1.83428,1.8605,7892,9349,27419,2980,1473740,43,2019,2019-42,42,,50,7111918,,
10/28/2019 0:00,2.04049,2.01425,8658,10068,28910,2989,1435277,44,2019,2019-43,43,,57,6404040,,
11/4/2019 0:00,2.39351,2.36364,10557,12551,34586,3007,1463253,45,2019,2019-44,44,,69,5101373,,
11/11/2019 0:00,2.63245,2.64431,11446,13671,37728,2976,1426760,46,2019,2019-45,45,,87,4264303,,
11/18/2019 0:00,2.91944,2.97548,12714,17049,44148,2971,1483729,47,2019,2019-46,46,,122,3376870,,
11/25/2019 0:00,3.41066,3.44787,14389,14717,43817,2971,1270842,48,2019,2019-47,47,,184,2857388,,
12/2/2019 0:00,3.2622,3.31577,13839,16389,48877,2977,1474075,49,2019,2019-48,48,,271,1573418,,
12/9/2019 0:00,3.94308,3.86928,14728,21877,56444,2947,1458774,50,2019,2019-49,49,,366,1847197,,
12/16/2019 0:00,5.06529,5.02757,17999,29177,71584,2913,1423829,51,2019,2019-50,50,,502,1666594,,
12/23/2019 0:00,7.06161,7.15315,24097,34004,95757,2905,1338669,52,2019,2019-51,51,,705,1368270,,
12/30/2019 0:00,5.91974,6.22926,21564,23383,88681,2957,1423620,53,2019,2019-52,52,,1301,629829,,
1/6/2020 0:00,4.94176,5.06974,15547,22747,75585,2987,1490905,2,2020,2020-1,1,,1549,656184,,
1/13/2020 0:00,5.33174,5.35782,16587,29657,79746,2983,1488404,3,2020,2020-2,2,,1321,908460,,
1/20/2020 0:00,6.08106,6.0261,18558,35216,90072,2984,1494697,4,2020,2020-3,3,,1225,764079,,
1/27/2020 0:00,6.74724,6.87271,20299,44117,108307,2984,1575900,5,2020,2020-4,4,,1345,595610,,
2/3/2020 0:00,6.7998,7.08261,20270,45491,111289,2994,1571300,6,2020,2020-5,5,,1554,580792,,
2/10/2020 0:00,6.11292,6.22068,17393,36909,95418,2958,1533883,7,2020,2020-6,6,,1759,444031,,
2/17/2020 0:00,5.55671,5.62148,15233,28328,79832,2909,1420123,8,2020,2020-7,7,,1463,346602,,
2/24/2020 0:00,5.12279,5.10226,13817,25487,74809,2934,1466192,9,2020,2020-8,8,,1466,274428,,
3/2/2020 0:00,5.26652,5.28928,13888,26396,78779,2901,1489410,10,2020,2020-9,9,,1286,298395,,
3/9/2020 0:00,5.67081,6.29229,14149,27752,89571,2836,1423503,11,2020,2020-10,10,,1153,374686,,
3/16/2020 0:00,6.38029,7.35285,10790,17512,78584,2798,1068755,12,2020,2020-11,11,,826,325055,,
3/23/2020 0:00,4.91692,6.22687,5129,8322,53142,2727,853431,13,2020,2020-12,12,,367,147236,,
3/30/2020 0:00,3.78625,4.82995,2359,4852,36251,2684,750546,14,2020,2020-13,13,,92,46623,,
4/6/2020 0:00,2.80122,3.47366,1496,3426,24974,2686,718953,15,2020,2020-14,14,,35,21547,,
4/13/2020 0:00,2.12879,2.57382,1068,2666,18265,2666,709645,16,2020,2020-15,15,,17,9803,,
4/20/2020 0:00,1.73315,2.02032,926,2317,15164,2652,750576,17,2020,2020-16,16,,21,6718,,
4/27/2020 0:00,1.40932,1.62094,864,2098,12817,2624,790715,18,2020,2020-17,17,,9,6311,,
5/4/2020 0:00,1.18336,1.35262,729,1889,11066,2611,818113,19,2020,2020-18,18,,0,5569,,
5/11/2020 0:00,1.11451,1.23819,788,1960,10480,2601,846400,20,2020,2020-19,19,,0,3953,,
5/18/2020 0:00,1.00534,1.07598,1224,2402,11735,2971,1090638,21,2020,2020-20,20,,0,3289,,
5/25/2020 0:00,0.88827,0.885843,805,1898,9614,2950,1085294,22,2020,2020-21,21,,0,2927,,
6/1/2020 0:00,0.814062,0.819928,802,1969,9325,2931,1137295,23,2020,2020-22,22,,0,2161,,
6/8/2020 0:00,0.836751,0.814575,881,2141,9580,2902,1176074,24,2020,2020-23,23,,0,0,,
6/15/2020 0:00,0.928456,0.950979,1006,2679,11866,2935,1247767,25,2020,2020-24,24,,0,0,,
6/22/2020 0:00,1.14217,1.20306,1216,3491,15499,2896,1288294,26,2020,2020-25,25,,0,0,,
6/29/2020 0:00,1.27401,1.38424,1395,3970,17843,2897,1289006,27,2020,2020-26,26,,0,0,,
7/6/2020 0:00,1.34951,1.47311,1545,4094,20046,2918,1360798,28,2020,2020-27,27,,0,0,,
7/13/2020 0:00,1.34471,1.43761,1658,4075,19260,2894,1339726,29,2020,2020-28,28,,0,0,,
7/20/2020 0:00,1.22153,1.21898,1634,3560,16533,2953,1356301,30,2020,2020-29,29,,0,0,,
7/27/2020 0:00,1.15258,1.15067,1609,3497,15524,2992,1349125,31,2020,2020-30,30,,0,0,,
8/3/2020 0:00,1.0626,1.05662,1570,3271,14117,2956,1336052,32,2020,2020-31,31,,0,0,,
8/10/2020 0:00,0.979884,0.981699,1592,3167,13193,2978,1343895,33,2020,2020-32,32,,0,101720,,
8/17/2020 0:00,0.969202,0.961833,1804,3283,12952,2930,1346595,34,2020,2020-33,33,,0,439344,,
8/24/2020 0:00,1.00022,0.970543,1866,3951,13159,2967,1355839,35,2020,2020-34,34,,0,1364435,,
8/31/2020 0:00,0.920817,0.919002,1759,3609,12316,2921,1340149,36,2020,2020-35,35,,0,1963648,,
9/7/2020 0:00,1.0355,0.978032,1999,3822,13035,2915,1332779,37,2020,2020-36,36,,0,3243773,,
9/14/2020 0:00,0.974333,0.955677,2070,3628,13049,2943,1365420,38,2020,2020-37,37,,0,4439730,,
9/21/2020 0:00,1.06462,1.03845,2286,4366,14586,2941,1404590,39,2020,2020-38,38,,0,6623315,,
9/28/2020 0:00,1.09211,1.08024,2454,4715,16466,3246,1524289,40,2020,2020-39,39,,0,7227623,,
10/5/2020 0:00,1.21201,1.19451,2558,5239,19144,3318,1602667,41,2020,2020-40,40,,1,8212261,,
10/12/2020 0:00,1.11151,1.09796,2313,4613,17235,3301,1569727,42,2020,2020-41,41,,2,8885940,,
10/19/2020 0:00,1.18662,1.15393,2454,4834,18133,3330,1571417,43,2020,2020-42,42,,6,7859780,,
10/26/2020 0:00,1.25262,1.18924,2512,4916,18554,3421,1560158,44,2020,2020-43,43,,7,6733674,,
11/2/2020 0:00,1.44427,1.33759,2726,5825,21370,3425,1597645,45,2020,2020-44,44,,7,5252859,,
11/9/2020 0:00,1.48969,1.37845,2776,5544,22598,3391,1639379,46,2020,2020-45,45,,12,3984207,,
11/16/2020 0:00,1.56064,1.43236,2692,5342,22709,3334,1585429,47,2020,2020-46,46,,13,3130833,,
11/23/2020 0:00,1.61944,1.49959,2484,4584,21313,3333,1421255,48,2020,2020-47,47,,11,2595396,,
11/30/2020 0:00,1.57347,1.44967,2597,4861,22251,3339,1534905,49,2020,2020-48,48,,8,1357296,,
12/7/2020 0:00,1.51939,1.42617,2504,4692,22103,3358,1549810,50,2020,2020-49,49,,17,1487170,,
12/14/2020 0:00,1.50599,1.39797,2482,4282,20874,3299,1493163,51,2020,2020-50,50,,13,1242143,,
12/21/2020 0:00,1.55485,1.45725,2323,3564,19836,3301,1361197,52,2020,2020-51,51,,11,938010,,
12/28/2020 0:00,1.58903,1.53781,2583,3933,22423,3280,1458113,53,2020,2020-52,52,,13,519683,,
1/4/2021 0:00,1.47519,1.4348,2414,4549,22711,3316,1582870,2,2021,2021-1,1,,11,507868,,
1/11/2021 0:00,1.28752,1.2606,2297,3975,19018,3278,1508647,3,2021,2021-2,2,,8,434450,,
